event_id,transaction_id,customer_id,customer_name,customer_email,customer_phone,merchant_category,gateway_provider,payment_method,user_device,event_type,failure_category,created_at,amount,customer_age_days,prev_payment_count,prev_success_count,prev_failure_count,historical_success_rate,days_since_last_success,customer_activity_score,failure_category_encoded,attempt_number,hours_since_failure,invoice_age_days,prev_recovery_actions,prev_recovery_outcomes,recovered
EV_100096,TXN_202600096,CUST_1249,Riya Rao,riya.rao45@outlook.com,+919770810142,SaaS,PayU,Credit Card,Desktop,checkout_abandonment,user_timeout,2026-08-14 18:32:37,11515.91,1089,37,29,8,0.7838,34,4.14,3,1,7.4,0,1,1,1
EV_100097,TXN_202600097,CUST_2123,Arjun Gupta,arjun.gupta99@gmail.com,+916662401514,B2B Wholesale,Cashfree,UPI,Desktop,failed_payment,user_timeout,2026-06-07 16:34:37,9653.35,553,21,15,6,0.7143,174,8.31,3,1,5.4,0,3,3,0
EV_100098,TXN_202600098,CUST_3450,Reyansh Mehta,reyansh.mehta17@outlook.com,+918605238011,B2B Wholesale,PayU,UPI,Mobile,failed_payment,expired_card,2026-08-14 05:42:37,7859.44,158,11,6,5,0.5455,161,2.32,0,4,3.57,0,0,0,0
EV_100099,TXN_202600099,CUST_3426,Ananya Sharma,ananya.sharma42@company.in,+919320023630,B2B Wholesale,Cashfree,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-08-10 15:52:37,21538.58,1279,45,29,16,0.6444,67,6.2,1,1,103.77,73,2,2,0
EV_100100,TXN_202600100,CUST_1461,Aadhya Sharma,aadhya.sharma8@outlook.com,+918584122005,B2B Wholesale,Razorpay,NetBanking,Desktop,checkout_abandonment,user_timeout,2026-08-24 10:30:37,1149.91,214,16,10,6,0.625,135,4.92,3,1,4.4,0,0,0,0
EV_100101,TXN_202600101,CUST_1706,Ira Gupta,ira.gupta68@outlook.com,+917930090462,E-commerce Retail,CCAvenue,NetBanking,Tablet,failed_payment,insufficient_funds,2026-06-10 13:34:37,979.65,171,21,20,1,0.9524,0,9.41,1,1,12.75,0,2,2,1
EV_100102,TXN_202600102,CUST_1479,Saanvi Chopra,saanvi.chopra63@outlook.com,+916234096568,E-commerce Retail,Cashfree,UPI,Mobile,checkout_abandonment,user_timeout,2026-06-01 00:31:37,931.3,1155,25,17,8,0.68,110,7.87,3,1,2.48,0,0,0,1
EV_100103,TXN_202600103,CUST_3138,Kabir Singh,kabir.singh1@outlook.com,+918882617114,B2B Wholesale,Stripe,UPI,Desktop,failed_payment,insufficient_funds,2026-06-02 06:04:37,50000.0,249,21,15,6,0.7143,149,6.0,1,1,11.47,0,3,2,0
EV_100104,TXN_202600104,CUST_3444,Ananya Verma,ananya.verma1@yahoo.com,+917459987262,B2B Wholesale,Stripe,UPI,Mobile,failed_payment,insufficient_funds,2026-06-26 10:26:37,20034.93,456,32,18,14,0.5625,134,5.78,1,1,18.08,0,0,0,1
EV_100105,TXN_202600105,CUST_2571,Sneha Verma,sneha.verma67@yahoo.com,+916433418050,E-commerce Retail,PayU,NetBanking,Mobile,failed_payment,insufficient_funds,2026-07-19 21:05:37,578.37,290,9,5,4,0.5556,60,7.42,1,1,8.16,0,3,2,1
EV_100106,TXN_202600106,CUST_2307,Vihaan Sharma,vihaan.sharma74@outlook.com,+918803069611,EdTech,Razorpay,Credit Card,Tablet,failed_payment,insufficient_funds,2026-07-13 11:11:37,1505.52,293,12,11,1,0.9167,144,6.33,1,1,5.38,0,0,0,1
EV_100107,TXN_202600107,CUST_3254,Sneha Verma,sneha.verma32@outlook.com,+919054014649,EdTech,Cashfree,UPI,Desktop,checkout_abandonment,user_timeout,2026-08-14 06:37:37,10085.42,1404,4,2,2,0.5,64,5.22,3,1,2.62,0,1,0,1
EV_100108,TXN_202600108,CUST_1400,Ira Reddy,ira.reddy55@outlook.com,+918124784519,E-commerce Retail,Razorpay,Debit Card,Mobile,failed_payment,network_error,2026-07-11 03:23:37,12616.98,476,19,8,11,0.4211,73,8.27,2,5,20.67,0,2,0,1
EV_100109,TXN_202600109,CUST_2655,Aadhya Bhat,aadhya.bhat44@gmail.com,+917325043139,EdTech,Razorpay,Debit Card,Desktop,failed_payment,bank_downtime,2026-06-29 12:36:37,6093.05,478,30,28,2,0.9333,57,8.66,4,1,5.27,0,3,3,1
EV_100110,TXN_202600110,CUST_3409,Riya Verma,riya.verma23@outlook.com,+919844837767,B2B Wholesale,Stripe,UPI,Mobile,checkout_abandonment,user_timeout,2026-07-09 05:13:37,25000.0,761,36,29,7,0.8056,115,6.36,3,1,9.1,0,3,2,1
EV_100111,TXN_202600111,CUST_2597,Reyansh Kulkarni,reyansh.kulkarni44@enterprise.in,+917864342257,B2B Wholesale,PayU,UPI,Mobile,failed_payment,expired_card,2026-07-05 07:27:37,29708.0,86,29,8,21,0.2759,28,4.69,0,4,1.6,0,0,0,0
EV_100112,TXN_202600112,CUST_1354,Aarav Verma,aarav.verma71@gmail.com,+918563771436,E-commerce Retail,Cashfree,UPI,Desktop,checkout_abandonment,user_timeout,2026-07-18 20:13:37,1593.45,754,40,39,1,0.975,99,8.14,3,2,4.2,0,2,2,1
EV_100113,TXN_202600113,CUST_2633,Saanvi Kumar,saanvi.kumar19@gmail.com,+919496048307,SaaS,CCAvenue,UPI,Desktop,failed_payment,user_timeout,2026-07-02 23:18:37,9660.84,395,49,22,27,0.449,111,5.81,3,2,3.62,0,1,0,0
EV_100114,TXN_202600114,CUST_1797,Vivaan Singh,vivaan.singh12@company.in,+919766895640,B2B Wholesale,Stripe,UPI,Tablet,checkout_abandonment,user_timeout,2026-07-03 22:32:37,7329.87,877,17,14,3,0.8235,116,3.13,3,1,0.9,0,2,2,1
EV_100115,TXN_202600115,CUST_3324,Vihaan Kumar,vihaan.kumar72@enterprise.in,+918228001003,B2B Wholesale,Cashfree,Bank Transfer / NEFT,Desktop,overdue_invoice,insufficient_funds,2026-07-17 14:18:37,24728.22,524,13,9,4,0.6923,85,5.14,1,1,217.94,2,2,2,1
EV_100116,TXN_202600116,CUST_2775,Pooja Joshi,pooja.joshi77@enterprise.in,+919144551686,E-commerce Retail,Stripe,NetBanking,Tablet,failed_payment,network_error,2026-07-13 17:06:37,2602.16,194,28,24,4,0.8571,84,8.27,2,2,13.35,0,0,0,1
EV_100117,TXN_202600117,CUST_1297,Diya Bhat,diya.bhat8@gmail.com,+917998856257,SaaS,Razorpay,NetBanking,Desktop,checkout_abandonment,user_timeout,2026-06-15 23:30:37,1394.05,513,21,16,5,0.7619,104,8.52,3,2,3.0,0,1,1,1
EV_100118,TXN_202600118,CUST_1317,Meera Patel,meera.patel39@yahoo.com,+916261811056,B2B Wholesale,Stripe,Credit Card,Mobile,failed_payment,insufficient_funds,2026-06-01 13:37:37,5816.23,876,37,24,13,0.6486,161,6.46,1,1,2.91,0,1,0,1
EV_100119,TXN_202600119,CUST_1543,Arjun Bhat,arjun.bhat21@gmail.com,+917786825410,B2B Wholesale,PayU,NetBanking,Desktop,checkout_abandonment,user_timeout,2026-07-04 03:23:37,848.23,150,39,30,9,0.7692,146,7.37,3,1,9.47,0,3,1,0
EV_100120,TXN_202600120,CUST_1322,Ananya Rao,ananya.rao58@yahoo.com,+916397129827,E-commerce Retail,CCAvenue,NetBanking,Desktop,failed_payment,bank_downtime,2026-08-09 21:33:37,5191.82,191,36,22,14,0.6111,14,6.46,4,4,0.24,0,1,1,1
EV_100121,TXN_202600121,CUST_2374,Pooja Singh,pooja.singh8@gmail.com,+919538760086,SaaS,Razorpay,Credit Card,Desktop,failed_payment,insufficient_funds,2026-06-07 18:02:37,1405.28,694,24,16,8,0.6667,72,7.04,1,1,4.86,0,1,1,1
EV_100122,TXN_202600122,CUST_1565,Ira Mehta,ira.mehta92@enterprise.in,+918716924538,B2B Wholesale,PayU,Credit Card,Desktop,checkout_abandonment,user_timeout,2026-06-08 07:55:37,5414.38,672,15,12,3,0.8,54,6.38,3,1,12.22,0,1,1,0
EV_100123,TXN_202600123,CUST_3258,Ananya Reddy,ananya.reddy85@enterprise.in,+918921928641,EdTech,PayU,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-08-24 02:21:37,3543.85,805,19,13,6,0.6842,170,7.28,3,2,10.84,0,3,3,1
EV_100124,TXN_202600124,CUST_2090,Saanvi Kulkarni,saanvi.kulkarni56@gmail.com,+917689065733,EdTech,Cashfree,Credit Card,Mobile,failed_payment,user_timeout,2026-07-16 03:56:37,10480.0,366,50,43,7,0.86,170,6.45,3,1,17.83,0,0,0,0
EV_100125,TXN_202600125,CUST_1218,Riya Malhotra,riya.malhotra4@company.in,+916228736604,SaaS,PayU,NetBanking,Desktop,failed_payment,expired_card,2026-07-19 22:13:37,15114.83,745,27,24,3,0.8889,61,7.58,0,1,13.5,0,2,2,0
EV_100126,TXN_202600126,CUST_2527,Vivaan Chopra,vivaan.chopra90@yahoo.com,+919582739614,B2B Wholesale,Razorpay,Credit Card,Desktop,failed_payment,user_timeout,2026-05-30 19:16:37,2903.19,1095,41,23,18,0.561,111,6.75,3,2,4.46,0,0,0,0
EV_100127,TXN_202600127,CUST_1517,Sneha Singh,sneha.singh16@company.in,+916230540762,SaaS,Stripe,Debit Card,Mobile,failed_payment,network_error,2026-08-05 09:06:37,21136.85,979,42,34,8,0.8095,121,9.13,2,1,13.94,0,0,0,1
EV_100128,TXN_202600128,CUST_2635,Vihaan Singh,vihaan.singh63@company.in,+916960497978,EdTech,PayU,UPI,Desktop,checkout_abandonment,user_timeout,2026-07-11 08:26:37,1953.31,590,12,10,2,0.8333,67,8.37,3,1,6.01,0,2,2,1
EV_100129,TXN_202600129,CUST_1557,Meera Kumar,meera.kumar14@gmail.com,+919852057916,SaaS,Stripe,Bank Transfer / NEFT,Mobile,overdue_invoice,insufficient_funds,2026-07-25 03:46:37,10000.0,1467,12,5,7,0.4167,36,6.49,1,1,107.49,72,3,1,1
EV_100130,TXN_202600130,CUST_2146,Ira Patel,ira.patel95@enterprise.in,+918886971977,E-commerce Retail,Razorpay,Credit Card,Mobile,failed_payment,user_timeout,2026-08-21 14:09:37,1940.71,1381,45,28,17,0.6222,17,8.57,3,2,8.85,0,1,1,1
EV_100131,TXN_202600131,CUST_1748,Kabir Malhotra,kabir.malhotra40@yahoo.com,+918104245546,EdTech,PayU,Credit Card,Tablet,failed_payment,insufficient_funds,2026-07-07 17:46:37,3211.95,1114,27,18,9,0.6667,5,5.05,1,1,2.48,0,1,1,1
EV_100132,TXN_202600132,CUST_3221,Ira Bhat,ira.bhat23@enterprise.in,+918817938939,SaaS,Razorpay,UPI,Desktop,checkout_abandonment,user_timeout,2026-08-24 08:55:37,9970.19,702,14,9,5,0.6429,176,7.58,3,1,34.73,0,0,0,1
EV_100133,TXN_202600133,CUST_1241,Rohan Patel,rohan.patel4@outlook.com,+918143377496,E-commerce Retail,Razorpay,UPI,Tablet,failed_payment,expired_card,2026-06-15 17:48:37,1081.53,262,35,24,11,0.6857,144,4.58,0,1,2.94,0,3,3,0
EV_100134,TXN_202600134,CUST_1447,Aarav Sharma,aarav.sharma17@outlook.com,+919537650376,E-commerce Retail,PayU,Credit Card,Mobile,failed_payment,user_timeout,2026-06-03 12:15:37,2709.44,485,27,15,12,0.5556,176,6.77,3,2,28.19,0,2,2,1
EV_100135,TXN_202600135,CUST_1931,Ananya Chopra,ananya.chopra66@gmail.com,+919901749941,B2B Wholesale,Razorpay,UPI,Tablet,failed_payment,network_error,2026-07-11 15:02:37,5685.25,1269,44,35,9,0.7955,102,4.77,2,1,1.73,0,2,2,1
EV_100136,TXN_202600136,CUST_2762,Ananya Kumar,ananya.kumar57@outlook.com,+917984049603,SaaS,Razorpay,NetBanking,Mobile,failed_payment,insufficient_funds,2026-08-02 07:35:37,5717.24,739,49,45,4,0.9184,54,7.11,1,1,25.2,0,3,2,0
EV_100137,TXN_202600137,CUST_1354,Aarav Verma,aarav.verma71@gmail.com,+918563771436,SaaS,CCAvenue,UPI,Tablet,failed_payment,network_error,2026-08-12 08:01:37,1980.67,754,41,40,1,0.9756,0,8.14,2,1,13.77,0,3,3,1
EV_100138,TXN_202600138,CUST_3324,Vihaan Kumar,vihaan.kumar72@enterprise.in,+918228001003,B2B Wholesale,Stripe,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-08-17 07:02:37,12600.77,524,14,10,4,0.7143,0,5.14,1,1,105.55,28,3,3,1
EV_100139,TXN_202600139,CUST_2411,Pooja Sharma,pooja.sharma51@outlook.com,+919532631909,EdTech,CCAvenue,Bank Transfer / NEFT,Desktop,overdue_invoice,insufficient_funds,2026-08-08 06:17:37,72837.98,478,49,39,10,0.7959,178,6.74,1,1,93.33,61,0,0,0
EV_100140,TXN_202600140,CUST_1360,Riya Kumar,riya.kumar84@enterprise.in,+916584650163,EdTech,Stripe,NetBanking,Mobile,checkout_abandonment,user_timeout,2026-06-18 22:44:37,1544.92,911,21,12,9,0.5714,155,8.49,3,1,11.41,0,2,1,1
EV_100141,TXN_202600141,CUST_1289,Sneha Patel,sneha.patel95@gmail.com,+919922291794,E-commerce Retail,PayU,UPI,Desktop,failed_payment,insufficient_funds,2026-07-20 15:32:37,9843.79,1125,13,5,8,0.3846,46,7.94,1,1,15.15,0,3,0,0
EV_100142,TXN_202600142,CUST_1908,Vihaan Reddy,vihaan.reddy60@enterprise.in,+916175553937,EdTech,Razorpay,NetBanking,Desktop,failed_payment,insufficient_funds,2026-08-18 18:57:37,9515.57,778,25,18,7,0.72,45,8.54,1,1,21.02,0,2,2,1
EV_100143,TXN_202600143,CUST_2474,Arjun Patel,arjun.patel94@outlook.com,+917149292589,B2B Wholesale,PayU,NetBanking,Tablet,overdue_invoice,insufficient_funds,2026-06-30 06:01:37,32064.42,200,19,7,12,0.3684,52,7.7,1,1,206.09,31,3,3,1
EV_100144,TXN_202600144,CUST_1620,Vivaan Gupta,vivaan.gupta76@outlook.com,+916578635360,B2B Wholesale,CCAvenue,Credit Card,Mobile,failed_payment,insufficient_funds,2026-07-19 05:00:37,15784.77,1204,42,27,15,0.6429,147,8.74,1,1,2.41,0,0,0,1
EV_100145,TXN_202600145,CUST_2758,Kunal Singh,kunal.singh53@outlook.com,+916080397265,B2B Wholesale,Cashfree,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-08-19 15:22:37,1067.89,40,28,19,9,0.6786,71,8.22,3,1,0.1,0,1,1,1
EV_100146,TXN_202600146,CUST_3219,Meera Mehta,meera.mehta40@enterprise.in,+918848912787,EdTech,CCAvenue,NetBanking,Desktop,failed_payment,network_error,2026-06-20 06:42:37,6175.15,1340,5,3,2,0.6,149,6.56,2,1,0.57,0,3,2,1
EV_100147,TXN_202600147,CUST_2220,Vihaan Joshi,vihaan.joshi22@gmail.com,+918883607330,B2B Wholesale,Cashfree,UPI,Tablet,checkout_abandonment,user_timeout,2026-06-04 08:54:37,25000.0,830,50,38,12,0.76,174,5.16,3,1,27.7,0,0,0,0
EV_100148,TXN_202600148,CUST_2133,Aadhya Singh,aadhya.singh33@company.in,+917509328461,E-commerce Retail,Stripe,Credit Card,Desktop,checkout_abandonment,user_timeout,2026-07-01 14:52:37,10667.92,1254,42,36,6,0.8571,150,4.12,3,1,22.19,0,1,0,1
EV_100149,TXN_202600149,CUST_2626,Arjun Reddy,arjun.reddy72@outlook.com,+919057945892,EdTech,Cashfree,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-07-23 14:43:37,26310.11,1457,20,14,6,0.7,87,5.45,1,1,56.26,2,0,0,0
EV_100150,TXN_202600150,CUST_2365,Meera Kulkarni,meera.kulkarni22@enterprise.in,+917177459443,SaaS,Razorpay,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-08-05 01:01:37,642.46,74,47,39,8,0.8298,0,5.94,3,1,6.98,0,1,1,1
EV_100151,TXN_202600151,CUST_3457,Saanvi Sharma,saanvi.sharma24@company.in,+916519389398,E-commerce Retail,Cashfree,NetBanking,Mobile,failed_payment,expired_card,2026-07-11 15:44:37,3125.58,1155,43,18,25,0.4186,45,9.65,0,5,0.35,0,3,3,1
EV_100152,TXN_202600152,CUST_2588,Kabir Nair,kabir.nair39@yahoo.com,+919350969592,E-commerce Retail,CCAvenue,Bank Transfer / NEFT,Tablet,overdue_invoice,insufficient_funds,2026-08-11 20:28:37,38933.46,1490,37,11,26,0.2973,168,7.26,1,1,221.91,43,2,2,0
EV_100153,TXN_202600153,CUST_2823,Aadhya Bhat,aadhya.bhat61@gmail.com,+919355348462,B2B Wholesale,Razorpay,Debit Card,Tablet,failed_payment,bank_downtime,2026-06-01 16:56:37,1800.4,1244,44,21,23,0.4773,177,7.73,4,1,34.63,0,3,1,1
EV_100154,TXN_202600154,CUST_2519,Vihaan Sharma,vihaan.sharma73@yahoo.com,+919587839741,EdTech,PayU,Debit Card,Desktop,checkout_abandonment,user_timeout,2026-07-31 16:06:37,1104.6,65,16,10,6,0.625,38,6.61,3,1,8.97,0,1,1,1
EV_100155,TXN_202600155,CUST_1002,Meera Chopra,meera.chopra72@outlook.com,+919075280817,E-commerce Retail,Cashfree,Credit Card,Mobile,failed_payment,network_error,2026-08-10 19:14:37,5068.43,84,43,37,6,0.8605,57,9.0,2,1,3.72,0,3,3,0
EV_100156,TXN_202600156,CUST_1243,Aadhya Patel,aadhya.patel18@gmail.com,+917941508568,E-commerce Retail,Cashfree,Debit Card,Desktop,failed_payment,user_timeout,2026-06-04 03:53:37,932.3,281,13,12,1,0.9231,23,6.52,3,2,18.98,0,3,3,1
EV_100157,TXN_202600157,CUST_1454,Meera Patel,meera.patel70@gmail.com,+917642816742,SaaS,Cashfree,NetBanking,Tablet,failed_payment,expired_card,2026-07-01 03:03:37,10388.71,1321,47,19,28,0.4043,123,5.17,0,4,22.69,0,2,1,0
EV_100158,TXN_202600158,CUST_3409,Riya Verma,riya.verma23@outlook.com,+919844837767,SaaS,Stripe,Credit Card,Tablet,overdue_invoice,insufficient_funds,2026-06-02 10:51:37,41014.31,761,37,30,7,0.8108,0,6.36,1,1,200.78,44,3,2,1
EV_100159,TXN_202600159,CUST_1179,Rohan Sharma,rohan.sharma35@yahoo.com,+919957973511,B2B Wholesale,Razorpay,Debit Card,Desktop,checkout_abandonment,user_timeout,2026-07-11 17:55:37,767.47,399,23,21,2,0.913,2,7.41,3,1,23.37,0,2,2,1
EV_100160,TXN_202600160,CUST_1202,Ishaan Sharma,ishaan.sharma91@company.in,+917887302225,SaaS,CCAvenue,UPI,Tablet,failed_payment,bank_downtime,2026-06-20 12:43:37,1137.18,537,35,31,4,0.8857,94,5.03,4,1,11.49,0,1,1,1
EV_100161,TXN_202600161,CUST_1269,Pooja Joshi,pooja.joshi65@gmail.com,+916194576436,E-commerce Retail,Razorpay,Bank Transfer / NEFT,Desktop,overdue_invoice,insufficient_funds,2026-07-26 03:50:37,10000.0,852,4,3,1,0.75,86,8.64,1,1,160.31,87,1,1,0
EV_100162,TXN_202600162,CUST_1049,Kunal Kumar,kunal.kumar46@outlook.com,+918929454134,EdTech,CCAvenue,UPI,Mobile,failed_payment,network_error,2026-08-23 21:22:37,35974.46,111,17,8,9,0.4706,91,9.57,2,1,7.1,0,0,0,1
EV_100163,TXN_202600163,CUST_1878,Vivaan Chopra,vivaan.chopra43@gmail.com,+916518597947,B2B Wholesale,Razorpay,Credit Card,Tablet,failed_payment,insufficient_funds,2026-06-25 09:50:37,16833.55,385,19,10,9,0.5263,107,3.6,1,5,6.54,0,1,1,0
EV_100164,TXN_202600164,CUST_2228,Diya Kumar,diya.kumar2@company.in,+918808877515,E-commerce Retail,Cashfree,UPI,Tablet,checkout_abandonment,user_timeout,2026-08-25 21:46:37,1844.96,385,22,16,6,0.7273,100,5.85,3,1,1.47,0,0,0,0
EV_100165,TXN_202600165,CUST_1997,Kunal Mehta,kunal.mehta53@yahoo.com,+919694470519,SaaS,CCAvenue,UPI,Desktop,failed_payment,bank_downtime,2026-06-05 23:19:37,50000.0,921,6,3,3,0.5,106,8.55,4,1,9.84,0,1,1,1
EV_100166,TXN_202600166,CUST_2669,Aadhya Bhat,aadhya.bhat48@enterprise.in,+919069092303,B2B Wholesale,CCAvenue,UPI,Tablet,failed_payment,insufficient_funds,2026-07-21 12:45:37,2480.53,836,8,6,2,0.75,58,3.73,1,1,2.68,0,3,3,1
EV_100167,TXN_202600167,CUST_3242,Aditya Patel,aditya.patel36@yahoo.com,+919614074074,E-commerce Retail,Razorpay,UPI,Tablet,failed_payment,insufficient_funds,2026-06-23 10:59:37,1831.58,130,50,34,16,0.68,141,8.98,1,1,6.94,0,0,0,1
EV_100168,TXN_202600168,CUST_1989,Pooja Singh,pooja.singh56@outlook.com,+918134391358,B2B Wholesale,CCAvenue,Debit Card,Desktop,checkout_abandonment,user_timeout,2026-08-03 18:31:37,5332.15,774,42,30,12,0.7143,138,5.66,3,1,9.46,0,0,0,1
EV_100169,TXN_202600169,CUST_1892,Kabir Verma,kabir.verma75@company.in,+916233385755,EdTech,CCAvenue,UPI,Desktop,failed_payment,bank_downtime,2026-08-28 08:07:37,1466.72,994,29,11,18,0.3793,56,5.41,4,2,16.8,0,1,1,1
EV_100170,TXN_202600170,CUST_1921,Ishaan Bhat,ishaan.bhat37@outlook.com,+916753162653,E-commerce Retail,Razorpay,Credit Card,Desktop,failed_payment,user_timeout,2026-08-15 17:35:37,50000.0,1126,47,38,9,0.8085,42,8.32,3,1,2.05,0,1,1,1
EV_100171,TXN_202600171,CUST_2368,Saanvi Reddy,saanvi.reddy35@outlook.com,+916790558940,SaaS,Razorpay,UPI,Mobile,checkout_abandonment,user_timeout,2026-08-13 22:43:37,1690.26,1273,2,1,1,0.5,147,8.91,3,1,21.64,0,1,0,1
EV_100172,TXN_202600172,CUST_3020,Reyansh Nair,reyansh.nair93@company.in,+917859103412,EdTech,Stripe,Bank Transfer / NEFT,Desktop,overdue_invoice,insufficient_funds,2026-06-16 06:08:37,16332.17,1272,29,19,10,0.6552,125,6.82,1,1,152.99,51,1,1,0
EV_100173,TXN_202600173,CUST_3200,Kabir Kulkarni,kabir.kulkarni86@yahoo.com,+916904293708,SaaS,Cashfree,UPI,Tablet,failed_payment,bank_downtime,2026-08-24 17:46:37,1854.57,663,17,12,5,0.7059,39,8.13,4,1,15.97,0,3,3,1
EV_100174,TXN_202600174,CUST_1612,Kabir Sharma,kabir.sharma27@enterprise.in,+919898653873,EdTech,Cashfree,UPI,Desktop,failed_payment,user_timeout,2026-05-31 22:14:37,1719.13,1399,25,24,1,0.96,121,6.36,3,1,36.83,0,3,3,1
EV_100175,TXN_202600175,CUST_1130,Saanvi Patel,saanvi.patel6@yahoo.com,+919198484273,E-commerce Retail,Stripe,UPI,Tablet,checkout_abandonment,user_timeout,2026-05-31 01:14:37,1445.2,871,32,25,7,0.7812,99,8.28,3,1,12.96,0,3,3,1
EV_100176,TXN_202600176,CUST_3215,Riya Malhotra,riya.malhotra74@outlook.com,+919964639288,B2B Wholesale,CCAvenue,UPI,Desktop,checkout_abandonment,user_timeout,2026-08-19 05:20:37,10177.49,1276,22,16,6,0.7273,116,8.77,3,1,1.25,0,1,1,1
EV_100177,TXN_202600177,CUST_1362,Kabir Kumar,kabir.kumar36@company.in,+917567729816,B2B Wholesale,Stripe,UPI,Desktop,failed_payment,insufficient_funds,2026-08-22 23:09:37,2313.96,800,10,8,2,0.8,0,6.99,1,1,2.25,0,1,1,1
EV_100178,TXN_202600178,CUST_2370,Kabir Singh,kabir.singh35@enterprise.in,+916511545211,B2B Wholesale,PayU,Credit Card,Tablet,checkout_abandonment,user_timeout,2026-06-28 23:10:37,25000.0,1480,12,10,2,0.8333,12,7.65,3,2,6.38,0,1,0,1
EV_100179,TXN_202600179,CUST_1762,Aditya Gupta,aditya.gupta79@company.in,+918954347827,E-commerce Retail,Cashfree,Debit Card,Tablet,failed_payment,network_error,2026-06-27 21:51:37,3653.27,929,22,10,12,0.4545,64,7.37,2,3,2.28,0,3,2,1
EV_100180,TXN_202600180,CUST_1190,Kavya Chopra,kavya.chopra91@company.in,+917243458354,EdTech,Cashfree,Credit Card,Desktop,failed_payment,insufficient_funds,2026-08-11 02:46:37,11747.36,858,9,6,3,0.6667,6,7.99,1,4,21.96,0,3,1,1
EV_100181,TXN_202600181,CUST_1579,Ananya Joshi,ananya.joshi24@enterprise.in,+916292815703,B2B Wholesale,PayU,Credit Card,Desktop,failed_payment,insufficient_funds,2026-07-11 14:05:37,2340.61,480,34,28,6,0.8235,107,9.32,1,1,4.56,0,1,1,1
EV_100182,TXN_202600182,CUST_1101,Vivaan Sharma,vivaan.sharma38@outlook.com,+918739629302,EdTech,Razorpay,UPI,Desktop,failed_payment,expired_card,2026-08-15 04:01:37,43636.8,1163,50,30,20,0.6,27,5.32,0,3,3.38,0,3,2,0
EV_100183,TXN_202600183,CUST_3255,Vivaan Bhat,vivaan.bhat88@company.in,+916571067743,E-commerce Retail,Cashfree,Credit Card,Mobile,failed_payment,insufficient_funds,2026-06-08 13:10:37,3513.25,177,15,9,6,0.6,29,7.37,1,4,8.56,0,2,2,1
EV_100184,TXN_202600184,CUST_3490,Reyansh Reddy,reyansh.reddy71@yahoo.com,+918317733269,EdTech,Razorpay,Credit Card,Desktop,overdue_invoice,insufficient_funds,2026-08-10 01:18:37,28511.89,765,25,17,8,0.68,79,9.51,1,1,237.01,68,3,3,0
EV_100185,TXN_202600185,CUST_3002,Ananya Kulkarni,ananya.kulkarni14@enterprise.in,+916523893241,E-commerce Retail,PayU,UPI,Tablet,failed_payment,insufficient_funds,2026-06-09 17:46:37,50000.0,1391,5,4,1,0.8,52,5.46,1,1,12.52,0,1,1,1
EV_100186,TXN_202600186,CUST_1866,Kunal Reddy,kunal.reddy81@gmail.com,+917569189330,SaaS,PayU,Credit Card,Tablet,failed_payment,insufficient_funds,2026-08-18 16:56:37,17774.86,143,36,28,8,0.7778,21,4.27,1,2,12.7,0,2,2,1
EV_100187,TXN_202600187,CUST_2899,Rohan Kulkarni,rohan.kulkarni27@enterprise.in,+919310599021,B2B Wholesale,Cashfree,Credit Card,Tablet,failed_payment,network_error,2026-07-16 13:51:37,19354.71,358,37,27,10,0.7297,103,9.65,2,1,19.24,0,2,2,1
EV_100188,TXN_202600188,CUST_1206,Kunal Rao,kunal.rao85@company.in,+916553843145,SaaS,Cashfree,Credit Card,Desktop,failed_payment,bank_downtime,2026-07-24 12:08:37,707.8,1460,40,28,12,0.7,80,6.11,4,3,8.21,0,0,0,1
EV_100189,TXN_202600189,CUST_1275,Aadhya Gupta,aadhya.gupta81@enterprise.in,+919326907975,B2B Wholesale,CCAvenue,Credit Card,Mobile,checkout_abandonment,user_timeout,2026-08-20 09:19:37,1595.38,1103,27,21,6,0.7778,176,8.79,3,2,3.65,0,1,1,1
EV_100190,TXN_202600190,CUST_3085,Rohan Nair,rohan.nair55@yahoo.com,+918841486155,SaaS,PayU,NetBanking,Desktop,checkout_abandonment,user_timeout,2026-07-16 07:37:37,9271.99,273,27,24,3,0.8889,179,7.53,3,1,0.72,0,0,0,1
EV_100191,TXN_202600191,CUST_2952,Riya Gupta,riya.gupta89@outlook.com,+916302899786,EdTech,Razorpay,UPI,Mobile,failed_payment,network_error,2026-06-26 08:24:37,14876.48,1387,42,32,10,0.7619,30,3.73,2,1,2.31,0,0,0,1
EV_100192,TXN_202600192,CUST_1936,Sneha Kulkarni,sneha.kulkarni12@gmail.com,+917758620050,EdTech,Cashfree,UPI,Mobile,failed_payment,insufficient_funds,2026-07-13 21:26:37,28641.91,799,42,24,18,0.5714,107,5.7,1,1,14.9,0,2,2,1
